,FTR,HTHG,HTAG,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,WHH,WHD,WHA,VCH,VCD,VCA,MW,HM1,AM1,HM2,AM2,HM3,AM3,HM4,AM4,HM5,AM5,DC,HTWinStreak3,HTWinStreak5,HTLossStreak3,HTLossStreak5,ATWinStreak3,ATWinStreak5,ATLossStreak3,ATLossStreak5,HTGD,ATGD,DiffPts,DiffFormPts,DiffLP
2949,D,0.0,0.0,9.0,22.0,6.0,8.0,2.0,14.0,3.0,11.0,0.0,1.0,0.0,0.0,8.5,4.33,1.57,8.25,4.1,1.53,7.0,3.9,1.55,7.5,4.0,1.55,7.5,4.2,1.6,3.0,W,D,L,D,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,-0.3333333333333333,-0.3333333333333333,0.3333333333333333,0.3333333333333333,12.0
2950,H,1.0,1.0,14.0,8.0,5.0,3.0,6.0,13.0,0.0,2.0,0.0,2.0,0.0,0.0,5.0,3.8,5.5,4.6,3.8,5.0,4.2,3.45,4.0,4.6,3.6,5.5,4.8,3.6,5.0,3.0,L,D,L,L,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0.0,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,1.0
2951,H,0.0,1.0,16.0,6.0,5.0,1.0,9.0,14.0,8.0,1.0,0.0,1.0,0.0,1.0,1.44,3.4,2.45,1.42,3.25,2.4,1.45,3.3,2.4,1.4,3.1,2.4,1.45,3.25,2.5,3.0,L,W,W,L,M,M,M,M,M,M,2,0,0,0,0,0,0,0,0,1.6666666666666667,-1.0,1.0,0.0,-16.0
2952,H,0.0,0.0,16.0,16.0,0.0,7.0,12.0,10.0,5.0,1.0,0.0,2.0,0.0,0.0,2.3,3.5,3.8,2.25,3.5,3.6,2.1,3.3,3.3,2.2,3.5,3.4,2.3,3.5,3.5,3.0,D,L,L,W,M,M,M,M,M,M,6,0,0,0,0,0,0,0,0,-1.0,0.3333333333333333,0.3333333333333333,-0.6666666666666666,4.0
2953,H,0.0,0.0,13.0,17.0,4.0,6.0,19.0,12.0,5.0,5.0,1.0,2.0,0.0,0.0,3.1,3.8,1.73,2.95,3.8,1.65,2.75,3.45,1.85,3.1,3.6,1.67,3.1,3.6,1.75,3.0,L,D,D,W,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.6666666666666666,0.0,-1.0,-3.0
2954,A,0.0,0.0,6.0,14.0,1.0,5.0,14.0,13.0,4.0,7.0,1.0,3.0,0.0,0.0,3.4,3.6,1.83,3.25,3.4,1.8,3.3,3.5,1.8,3.3,3.3,1.85,3.3,3.5,1.85,3.0,D,W,W,L,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0.0,0.6666666666666666,-0.6666666666666666,0.3333333333333333,-3.0
2955,H,2.0,0.0,18.0,19.0,7.0,5.0,8.0,10.0,8.0,8.0,2.0,1.0,0.0,0.0,2.1,4.0,1.62,2.0,3.75,1.57,2.1,4.0,1.5,2.1,4.0,1.65,2.15,4.0,1.65,3.0,W,W,L,W,M,M,M,M,M,M,7,0,0,0,0,0,0,0,0,0.6666666666666666,-0.6666666666666666,0.0,-1.0,-1.0
2956,H,1.0,0.0,5.0,13.0,1.0,3.0,8.0,9.0,2.0,4.0,3.0,0.0,0.0,0.0,1.95,3.4,2.45,1.91,3.4,2.3,2.0,3.2,2.2,1.95,3.5,2.4,1.95,3.5,2.5,3.0,W,D,W,W,M,M,M,M,M,M,6,0,0,0,0,0,0,0,0,-0.3333333333333333,-1.0,1.6666666666666667,0.6666666666666666,6.0
2957,A,0.0,0.0,7.0,7.0,2.0,5.0,15.0,15.0,1.0,3.0,1.0,4.0,0.0,0.0,6.5,4.0,6.5,6.0,3.75,6.25,5.6,4.0,6.1,6.0,4.0,5.0,6.0,4.0,5.75,3.0,D,L,L,L,M,M,M,M,M,M,2,0,0,0,0,0,0,0,0,-0.6666666666666666,0.0,-0.6666666666666666,0.3333333333333333,-1.0
2958,A,0.0,0.0,17.0,24.0,3.0,9.0,9.0,13.0,8.0,13.0,3.0,2.0,0.0,0.0,4.0,3.4,2.15,3.8,3.3,2.05,3.6,3.3,2.1,3.75,3.5,2.05,3.9,3.5,2.15,4.0,L,W,L,D,W,L,M,M,M,M,6,0,0,0,0,0,0,0,0,0.5,-0.5,-1.0,-0.25,-1.0
2959,H,0.0,0.0,13.0,8.0,3.0,4.0,9.0,9.0,5.0,1.0,1.0,2.0,0.0,0.0,2.38,3.4,3.1,2.3,3.4,3.0,2.2,3.2,3.2,2.25,3.5,2.8,2.38,3.5,2.9,4.0,D,D,D,W,D,W,M,M,M,M,3,0,0,0,0,0,0,0,0,-0.25,0.25,-0.25,-1.0,3.0
2960,D,0.0,0.0,3.0,10.0,2.0,1.0,9.0,10.0,2.0,2.0,2.0,4.0,0.0,0.0,3.75,3.4,2.7,3.6,3.4,2.55,3.3,3.3,2.3,3.5,3.4,2.5,3.6,3.4,2.7,4.0,L,L,L,D,W,L,M,M,M,M,5,0,0,0,0,0,0,0,0,0.25,-0.5,0.5,0.5,4.0
2961,D,0.0,0.0,7.0,4.0,2.0,1.0,14.0,11.0,4.0,4.0,3.0,1.0,0.0,0.0,19.0,3.4,3.25,15.5,3.25,3.1,13.0,3.3,3.1,17.0,3.3,3.2,19.0,3.4,3.25,4.0,L,D,W,W,L,L,M,M,M,M,0,0,0,0,0,0,0,0,0,-0.75,-0.25,-0.25,-0.25,0.0
2962,H,0.0,1.0,10.0,17.0,4.0,6.0,15.0,6.0,7.0,6.0,4.0,1.0,0.0,0.0,2.88,3.3,2.6,2.65,3.25,2.55,2.6,3.2,2.4,2.8,3.25,2.45,2.88,3.25,2.6,4.0,L,W,D,L,W,L,M,M,M,M,0,0,0,0,0,0,0,0,0,-1.5,0.75,1.0,0.25,-17.0
2963,D,0.0,0.0,15.0,12.0,5.0,6.0,12.0,15.0,4.0,7.0,1.0,2.0,0.0,0.0,4.33,8.5,1.17,3.9,7.25,1.16,3.8,5.8,1.2,4.0,7.0,1.17,4.33,8.0,1.18,4.0,W,W,W,L,L,W,M,M,M,M,6,0,0,0,0,0,0,0,0,0.25,1.5,0.0,0.0,11.0
2964,A,0.0,1.0,10.0,12.0,2.0,5.0,6.0,15.0,6.0,3.0,0.0,2.0,1.0,0.0,3.0,3.7,2.1,2.75,3.5,2.0,2.85,3.4,2.0,2.9,3.3,2.1,3.0,3.7,2.1,4.0,L,W,D,W,L,L,M,M,M,M,0,0,0,0,0,0,0,0,0,-0.25,0.5,-2.0,-1.25,13.0
2965,H,0.0,0.0,14.0,15.0,4.0,4.0,14.0,11.0,6.0,5.0,2.0,0.0,0.0,0.0,3.6,3.3,3.0,3.6,3.25,2.85,3.5,3.2,2.6,3.5,3.3,2.8,3.5,3.4,2.9,4.0,L,W,W,L,W,D,M,M,M,M,-2,0,0,0,0,0,0,0,0,-0.75,0.5,1.25,0.5,-6.0
2966,D,0.0,0.0,11.0,9.0,2.0,0.0,15.0,10.0,5.0,3.0,0.0,2.0,0.0,0.0,2.55,3.4,2.0,2.45,3.5,1.91,2.6,3.45,1.9,2.5,3.4,1.95,2.6,3.5,1.95,4.0,L,L,D,D,W,W,M,M,M,M,1,0,0,0,0,0,0,0,0,0.5,0.0,0.0,0.0,4.0
2967,D,1.0,1.0,12.0,10.0,4.0,5.0,14.0,15.0,3.0,2.0,3.0,2.0,0.0,0.0,2.8,3.4,2.63,2.65,3.3,2.6,2.9,3.2,2.6,2.75,3.2,2.6,2.75,3.4,2.62,4.0,W,W,L,W,L,W,M,M,M,M,2,0,0,0,0,0,0,0,0,0.25,-0.5,-1.5,-1.5,2.0
2968,H,0.0,1.0,22.0,12.0,5.0,2.0,12.0,9.0,7.0,4.0,4.0,0.0,0.0,0.0,2.35,3.5,2.15,2.2,3.4,2.15,2.0,3.3,2.1,2.4,3.1,2.2,2.3,3.5,2.15,5.0,L,D,D,L,W,L,W,W,M,M,1,0,0,0,0,0,0,0,0,0.0,0.4,1.2,0.6,-9.0
2969,A,2.0,0.0,12.0,15.0,5.0,5.0,10.0,12.0,7.0,10.0,3.0,1.0,0.0,0.0,2.2,3.6,1.85,2.15,3.7,1.83,2.0,3.45,1.9,2.25,3.4,1.85,2.2,3.5,1.83,5.0,D,D,W,L,W,D,W,W,M,M,2,0,0,0,0,0,0,0,0,0.0,0.0,0.4,1.0,-7.0
2970,A,1.0,1.0,17.0,18.0,8.0,5.0,11.0,8.0,2.0,6.0,4.0,1.0,0.0,0.0,3.8,3.25,2.45,3.5,3.2,2.4,3.1,3.3,2.4,3.5,3.0,2.5,3.6,3.3,2.4,5.0,W,D,W,L,D,W,L,L,M,M,-1,0,0,0,0,0,0,0,0,-0.2,-0.8,0.0,0.6,-2.0
2971,A,0.0,0.0,4.0,10.0,1.0,1.0,12.0,9.0,1.0,4.0,3.0,1.0,0.0,0.0,8.0,3.4,2.15,8.0,3.3,2.1,7.0,3.3,2.2,8.5,3.1,2.2,7.5,3.4,2.15,5.0,L,L,W,L,L,L,D,W,M,M,1,0,0,0,0,0,0,0,0,0.2,0.6,-0.4,0.2,-4.0
2972,H,0.0,0.0,12.0,17.0,4.0,2.0,12.0,12.0,5.0,6.0,1.0,1.0,0.0,0.0,3.6,3.9,6.0,3.6,3.8,5.75,3.3,3.6,4.7,3.5,3.2,6.0,3.7,3.9,5.75,5.0,D,L,L,L,D,D,L,L,M,M,2,0,0,0,0,0,0,0,0,-0.4,-0.2,0.8,0.2,-9.0
2973,A,0.0,1.0,6.0,11.0,1.0,5.0,10.0,10.0,4.0,5.0,3.0,0.0,0.0,0.0,4.75,3.3,3.4,4.0,3.4,3.4,3.8,3.3,3.6,4.5,3.1,3.4,5.0,3.4,3.3,5.0,D,W,L,D,D,D,W,D,M,M,-1,0,0,0,0,0,0,0,0,-0.2,0.0,-0.8,-0.2,4.0
2974,H,1.0,0.0,14.0,11.0,6.0,3.0,10.0,13.0,7.0,2.0,2.0,1.0,0.0,0.0,1.67,4.0,6.0,1.6,3.9,5.25,1.7,3.7,5.4,1.7,3.2,6.0,1.67,4.0,6.0,5.0,W,D,W,W,W,W,L,L,M,M,6,0,0,0,0,0,0,0,0,1.0,-0.4,1.0,0.4,-9.0
2975,A,0.0,1.0,10.0,23.0,2.0,7.0,8.0,2.0,2.0,8.0,2.0,1.0,0.0,0.0,3.25,4.75,1.45,3.0,4.25,1.42,2.75,4.0,1.45,3.0,3.6,1.5,3.25,4.75,1.45,5.0,D,W,D,L,W,W,L,W,M,M,0,0,0,0,0,0,0,0,0,-0.4,-0.4,-1.4,-0.8,13.0
2976,A,0.0,1.0,4.0,17.0,0.0,8.0,11.0,7.0,1.0,3.0,2.0,2.0,1.0,0.0,16.0,3.5,3.5,14.0,3.4,3.6,13.0,3.3,3.6,15.0,3.3,3.2,15.0,3.5,3.4,5.0,L,D,W,W,L,L,L,L,M,M,0,0,0,0,0,0,0,0,0,0.2,0.6,-0.8,-0.2,9.0
2977,H,0.0,1.0,10.0,19.0,3.0,7.0,11.0,8.0,4.0,10.0,1.0,1.0,0.0,0.0,1.65,7.0,1.22,1.62,6.5,1.19,1.6,5.8,1.2,1.7,6.0,1.25,1.65,7.0,1.22,5.0,D,W,W,L,L,D,W,W,M,M,-1,0,0,0,0,0,0,0,0,0.8,-0.8,0.6,0.0,1.0
2978,H,1.0,2.0,16.0,18.0,4.0,5.0,10.0,8.0,4.0,8.0,0.0,1.0,0.0,0.0,3.2,3.4,2.2,2.9,3.4,2.1,3.1,3.3,2.15,3.2,3.2,2.25,3.1,3.4,2.2,6.0,W,W,L,D,L,W,L,L,W,W,3,0,0,0,0,0,0,0,0,0.0,1.1666666666666667,-0.16666666666666666,-0.6666666666666666,13.0
2979,A,0.0,0.0,4.0,6.0,1.0,0.0,9.0,5.0,3.0,2.0,0.0,1.0,0.0,0.0,12.0,3.6,4.5,11.5,3.6,4.25,9.0,3.5,4.2,12.0,3.2,4.5,13.0,3.6,4.4,6.0,L,L,D,D,L,D,L,W,W,L,0,0,0,0,0,0,0,0,0,0.3333333333333333,-0.3333333333333333,-0.6666666666666666,-0.16666666666666666,-6.0
2980,H,1.0,1.0,12.0,9.0,5.0,1.0,8.0,16.0,3.0,5.0,1.0,2.0,0.0,1.0,5.0,3.3,3.3,5.0,3.3,3.0,4.0,3.3,2.7,5.0,3.1,3.1,4.75,3.4,3.3,6.0,W,L,D,D,L,L,W,D,L,W,3,0,0,0,0,0,0,0,0,-0.5,-0.3333333333333333,0.8333333333333334,0.3333333333333333,8.0
2981,A,0.0,1.0,14.0,13.0,3.0,4.0,12.0,9.0,4.0,5.0,2.0,0.0,0.0,0.0,3.6,3.4,2.05,3.4,3.4,1.95,3.2,3.3,2.0,3.6,3.0,2.1,3.5,3.5,2.05,6.0,L,W,W,D,L,L,D,D,W,L,0,0,0,0,0,0,0,0,0,-1.0,0.0,-0.16666666666666666,0.3333333333333333,-7.0
2982,H,0.0,0.0,12.0,9.0,7.0,1.0,9.0,13.0,6.0,6.0,1.0,2.0,0.0,0.0,6.5,3.4,3.5,5.75,3.3,3.1,5.6,3.3,2.7,6.0,3.2,3.2,6.0,3.4,3.5,6.0,W,L,D,L,L,W,D,L,W,L,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,1.3333333333333333,0.8333333333333334,-4.0
2983,A,1.0,2.0,15.0,16.0,7.0,8.0,9.0,8.0,7.0,6.0,2.0,0.0,0.0,0.0,2.25,5.25,1.36,2.3,4.75,1.35,2.45,4.8,1.35,2.3,4.5,1.4,2.25,5.25,1.36,6.0,W,W,D,W,W,W,L,W,L,L,0,0,0,0,0,0,0,0,0,0.3333333333333333,1.0,-1.3333333333333333,-0.8333333333333334,5.0
2984,D,0.0,0.0,29.0,26.0,12.0,10.0,7.0,11.0,12.0,13.0,4.0,0.0,0.0,0.0,1.91,5.75,1.3,1.8,5.5,1.25,1.8,5.0,1.3,1.91,5.0,1.33,1.91,5.75,1.29,6.0,W,W,W,L,L,D,W,W,W,W,6,0,0,0,0,0,0,0,0,-0.5,0.16666666666666666,0.3333333333333333,0.3333333333333333,2.0
2985,A,1.0,0.0,9.0,12.0,3.0,1.0,15.0,15.0,7.0,7.0,2.0,1.0,0.0,0.0,10.0,3.4,2.4,8.75,3.3,2.4,7.6,3.3,2.2,10.0,3.3,2.4,10.5,3.4,2.45,6.0,L,L,D,L,W,W,W,L,L,D,3,0,0,0,0,0,0,0,0,-0.16666666666666666,0.0,0.0,0.5,2.0
2986,A,0.0,0.0,7.0,10.0,0.0,5.0,10.0,6.0,6.0,6.0,2.0,0.0,0.0,0.0,4.2,4.0,1.6,3.9,4.0,1.57,3.6,3.9,1.55,4.0,3.6,1.62,3.9,4.1,1.62,6.0,L,L,L,D,L,W,D,W,L,W,4,0,0,0,0,1,0,0,0,-0.16666666666666666,0.0,-2.0,-1.5,10.0
2987,H,0.0,2.0,10.0,15.0,4.0,2.0,12.0,11.0,5.0,3.0,1.0,1.0,0.0,0.0,2.4,3.5,1.85,2.35,3.4,1.75,2.45,3.45,1.85,2.4,3.2,1.83,2.3,3.6,1.83,6.0,W,L,W,W,D,W,D,D,D,L,3,0,0,0,0,0,0,0,0,0.16666666666666666,-0.3333333333333333,0.8333333333333334,0.3333333333333333,-10.0
2988,A,1.0,0.0,22.0,15.0,4.0,6.0,13.0,15.0,10.0,1.0,1.0,1.0,0.0,0.0,3.9,4.0,6.0,3.8,3.9,5.5,3.8,3.6,5.1,3.6,3.75,6.0,3.8,4.0,6.0,7.0,W,L,L,L,D,W,D,W,W,D,0,0,0,0,0,0,0,0,0,-0.2857142857142857,-0.2857142857142857,-0.2857142857142857,0.14285714285714285,2.0
2989,H,1.0,0.0,9.0,8.0,5.0,1.0,14.0,14.0,11.0,7.0,1.0,2.0,0.0,0.0,2.1,3.4,1.95,2.0,3.3,1.95,1.9,3.45,1.9,2.1,3.25,2.0,2.1,3.4,2.0,7.0,L,L,L,L,D,D,L,W,L,W,5,0,0,0,0,0,0,0,0,0.42857142857142855,-0.2857142857142857,0.0,-0.8571428571428571,-1.0
2990,D,1.0,0.0,9.0,8.0,2.0,4.0,11.0,13.0,6.0,2.0,1.0,1.0,0.0,0.0,2.38,4.2,6.5,2.35,4.1,7.0,2.3,3.9,5.6,2.4,3.6,6.5,2.4,4.3,6.5,7.0,W,W,W,W,D,L,L,L,W,L,0,0,0,0,0,0,0,1,0,-0.7142857142857143,0.2857142857142857,0.14285714285714285,0.5714285714285714,3.0
2991,H,2.0,0.0,15.0,8.0,6.0,0.0,10.0,12.0,8.0,2.0,1.0,2.0,0.0,0.0,1.7,4.5,8.5,1.65,4.2,7.25,1.67,4.0,6.1,1.75,3.75,7.5,1.67,4.5,9.0,7.0,W,L,L,L,D,L,W,W,W,L,0,0,0,0,0,0,0,0,0,0.42857142857142855,-0.42857142857142855,1.8571428571428572,1.0,-11.0
2992,H,1.0,3.0,20.0,18.0,7.0,7.0,9.0,5.0,13.0,1.0,1.0,3.0,0.0,0.0,1.57,4.0,1.65,1.48,3.9,1.6,1.55,3.6,1.65,1.57,3.75,1.67,1.57,4.0,1.65,7.0,L,W,W,W,D,W,W,D,L,D,4,0,0,0,0,0,0,0,0,0.8571428571428571,0.2857142857142857,0.14285714285714285,-0.5714285714285714,-4.0
2993,A,0.0,0.0,23.0,14.0,5.0,6.0,8.0,10.0,10.0,5.0,2.0,3.0,0.0,0.0,5.5,5.75,1.3,5.0,5.75,1.26,5.0,5.2,1.27,5.5,5.0,1.3,5.5,5.75,1.3,7.0,L,L,L,L,L,W,L,L,D,D,-2,0,0,0,0,0,0,0,0,-0.14285714285714285,-0.8571428571428571,-1.2857142857142858,-0.42857142857142855,16.0
2994,A,1.0,0.0,8.0,11.0,3.0,5.0,12.0,14.0,3.0,5.0,1.0,1.0,0.0,1.0,4.5,3.3,2.88,4.0,3.3,2.6,3.8,3.2,2.6,4.33,3.0,2.9,4.3,3.3,2.9,7.0,W,D,L,W,L,L,W,D,L,W,1,0,0,0,0,0,0,0,0,0.0,0.14285714285714285,-1.0,-0.2857142857142857,8.0
2995,H,0.0,0.0,12.0,10.0,3.0,3.0,11.0,5.0,8.0,4.0,1.0,3.0,0.0,0.0,1.45,3.4,3.2,1.45,3.4,3.1,1.5,3.3,3.3,1.5,3.2,3.3,1.44,3.3,3.25,7.0,W,L,W,W,D,D,L,W,D,L,0,0,0,0,0,0,0,0,0,0.2857142857142857,0.14285714285714285,1.0,0.14285714285714285,5.0
2996,A,1.0,0.0,12.0,18.0,4.0,5.0,14.0,12.0,4.0,6.0,5.0,2.0,0.0,0.0,2.7,3.3,3.3,2.65,3.2,3.1,2.6,3.2,3.0,2.8,3.1,3.1,2.6,3.3,3.25,7.0,D,L,W,L,W,D,L,L,W,D,3,0,0,0,0,0,0,0,0,-0.2857142857142857,-0.42857142857142855,0.7142857142857143,1.1428571428571428,-5.0
2997,D,0.0,0.0,12.0,10.0,4.0,4.0,14.0,11.0,8.0,3.0,2.0,2.0,0.0,0.0,12.0,3.4,2.38,10.0,3.4,2.25,10.0,3.3,2.1,11.0,3.2,2.4,11.0,3.3,2.4,7.0,W,W,W,W,D,W,L,W,D,W,1,0,0,0,0,1,1,0,0,0.0,0.8571428571428571,-1.0,-1.0,4.0
2998,H,0.0,0.0,14.0,14.0,5.0,3.0,11.0,12.0,2.0,4.0,2.0,1.0,0.0,0.0,1.75,4.0,6.5,1.7,4.1,6.0,1.75,3.7,5.4,1.8,3.8,6.5,1.75,4.1,6.0,8.0,D,L,W,W,W,L,W,L,W,W,1,1,0,0,0,0,0,0,0,0.75,0.0,1.5,0.875,-7.0
2999,H,1.0,0.0,22.0,8.0,8.0,2.0,9.0,11.0,6.0,3.0,1.0,1.0,0.0,0.0,1.62,3.4,2.45,1.53,3.4,2.3,1.6,3.3,2.2,1.62,3.1,2.4,1.62,3.4,2.45,8.0,W,L,D,W,W,L,L,D,D,D,0,0,0,0,0,0,0,0,0,0.375,-0.5,1.125,0.375,-15.0
3000,H,1.0,0.0,6.0,6.0,4.0,1.0,10.0,7.0,1.0,7.0,4.0,2.0,0.0,0.0,5.5,3.3,2.45,5.0,3.2,2.35,5.4,3.3,2.4,5.5,3.0,2.5,5.5,3.25,2.5,8.0,L,D,W,W,W,W,W,D,D,L,3,0,0,0,0,0,0,0,0,0.375,-0.75,0.5,0.25,-12.0
3001,D,0.0,1.0,13.0,12.0,6.0,4.0,13.0,13.0,4.0,7.0,4.0,3.0,0.0,0.0,1.65,3.5,2.1,1.57,3.4,2.05,1.55,3.3,2.0,1.67,3.1,2.1,1.62,3.4,2.1,8.0,W,W,L,W,L,W,W,D,L,L,0,0,0,0,0,0,0,0,0,-0.75,0.25,-0.5,-0.5,-13.0
3002,D,2.0,3.0,20.0,13.0,10.0,7.0,8.0,11.0,3.0,11.0,0.0,2.0,0.0,0.0,3.1,7.5,1.2,3.0,6.5,1.2,3.1,5.5,1.22,3.1,5.5,1.22,3.1,7.0,1.22,8.0,W,W,L,W,L,L,W,D,W,W,5,0,0,0,0,0,0,0,0,-0.375,0.5,-0.75,-0.125,9.0
3003,D,0.0,1.0,16.0,12.0,3.0,4.0,13.0,6.0,5.0,6.0,2.0,1.0,0.0,0.0,3.3,4.0,4.9,3.1,3.8,4.6,3.2,3.5,4.5,3.1,3.75,4.8,3.2,4.0,4.8,8.0,L,D,L,W,L,W,D,D,W,L,-4,0,0,0,0,0,0,0,0,-0.375,0.125,-0.25,-0.5,5.0
3004,H,0.0,1.0,17.0,6.0,7.0,2.0,8.0,15.0,4.0,4.0,1.0,2.0,0.0,0.0,3.8,4.0,6.0,3.5,4.0,5.5,3.6,3.9,5.6,3.75,3.5,5.5,3.9,4.1,6.0,8.0,L,L,L,L,W,L,D,L,W,L,1,0,0,0,0,0,0,1,1,0.0,0.0,1.125,0.875,-8.0
3005,A,0.0,2.0,16.0,12.0,5.0,6.0,9.0,15.0,7.0,8.0,0.0,5.0,0.0,0.0,8.5,4.2,1.67,7.75,4.0,1.62,7.0,3.7,1.6,8.0,3.5,1.67,8.5,4.2,1.65,8.0,W,W,L,L,L,W,D,D,L,W,5,0,0,0,0,0,0,0,0,-0.375,0.75,-1.0,-0.75,8.0
3006,A,0.0,0.0,18.0,14.0,4.0,4.0,11.0,5.0,7.0,6.0,1.0,0.0,0.0,0.0,3.2,4.75,1.44,3.1,4.4,1.42,2.75,4.0,1.45,3.0,4.0,1.44,3.12,4.75,1.44,8.0,D,L,W,D,W,W,L,W,L,L,1,0,0,0,0,0,0,0,0,0.25,-0.25,-0.75,0.0,10.0
3007,A,0.0,0.0,11.0,9.0,2.0,2.0,6.0,11.0,3.0,7.0,1.0,3.0,0.0,0.0,17.0,3.3,2.4,13.0,3.3,2.3,12.0,3.2,2.2,15.0,3.1,2.4,15.0,3.3,2.45,8.0,L,W,L,L,L,L,L,D,W,L,0,0,0,0,0,0,0,0,0,-0.375,0.375,-0.875,-0.125,6.0
3008,A,0.0,1.0,15.0,14.0,2.0,6.0,13.0,7.0,4.0,5.0,3.0,3.0,0.0,0.0,4.0,4.5,1.45,3.75,4.2,1.42,3.8,4.0,1.5,3.75,4.0,1.44,3.9,4.4,1.45,9.0,L,W,D,L,W,W,W,W,L,W,0,0,0,0,0,1,0,0,0,0.0,0.5555555555555556,-0.8888888888888888,-0.5555555555555556,9.0
3009,A,1.0,1.0,14.0,20.0,4.0,11.0,10.0,8.0,5.0,10.0,0.0,0.0,0.0,0.0,2.75,6.0,1.29,2.65,5.5,1.25,2.75,5.2,1.27,2.75,5.0,1.3,2.75,5.5,1.3,9.0,L,W,L,D,L,W,L,W,L,W,0,0,0,1,1,1,0,0,0,-0.6666666666666666,1.0,-2.111111111111111,-1.4444444444444444,14.0
3010,H,1.0,0.0,23.0,12.0,7.0,5.0,10.0,10.0,13.0,6.0,3.0,0.0,0.0,0.0,1.83,3.3,3.5,1.78,3.2,3.25,1.85,3.3,3.3,1.83,3.1,3.1,1.85,3.3,3.5,9.0,D,D,W,D,W,W,L,W,D,D,0,0,0,0,0,0,0,0,0,0.6666666666666666,-0.1111111111111111,1.1111111111111112,-0.1111111111111111,-1.0
3011,H,1.0,0.0,12.0,9.0,5.0,3.0,10.0,12.0,4.0,6.0,2.0,1.0,0.0,0.0,1.57,3.3,2.3,1.5,3.2,2.25,1.45,3.3,2.1,1.57,3.1,2.38,1.57,3.3,2.3,9.0,D,D,W,L,L,L,L,L,W,D,1,0,0,0,0,0,0,0,0,-0.5555555555555556,-0.4444444444444444,0.6666666666666666,0.5555555555555556,-12.0
3012,D,0.0,1.0,12.0,13.0,6.0,3.0,7.0,5.0,1.0,9.0,0.0,2.0,0.0,0.0,12.0,6.5,15.0,12.0,5.75,13.0,10.0,5.5,10.3,11.0,5.0,15.0,10.5,6.5,15.0,9.0,L,L,L,L,W,W,L,L,L,D,0,0,0,0,0,0,0,0,0,0.0,-0.4444444444444444,-0.1111111111111111,-0.1111111111111111,-7.0
3013,H,0.0,2.0,18.0,9.0,7.0,6.0,19.0,13.0,4.0,7.0,3.0,1.0,0.0,0.0,6.5,3.3,2.8,6.5,3.3,2.6,7.0,3.3,2.4,6.0,3.0,2.75,6.25,3.3,2.8,9.0,D,W,W,W,W,L,W,L,D,D,0,0,0,0,0,0,0,0,0,-0.1111111111111111,0.6666666666666666,0.8888888888888888,0.4444444444444444,2.0
3014,H,1.0,1.0,20.0,16.0,7.0,9.0,12.0,12.0,6.0,5.0,1.0,2.0,0.0,0.0,1.25,3.8,1.73,1.23,3.8,1.65,1.25,3.6,1.65,1.25,3.3,1.73,1.25,3.8,1.73,9.0,W,W,W,W,D,L,W,W,L,D,4,0,0,0,0,0,0,0,0,0.4444444444444444,0.5555555555555556,0.4444444444444444,0.0,1.0
3015,H,0.0,1.0,6.0,14.0,1.0,4.0,13.0,8.0,2.0,3.0,2.0,2.0,0.0,1.0,6.5,3.9,4.5,6.0,3.75,4.2,5.4,3.45,4.0,6.0,3.6,4.2,6.25,3.9,4.4,9.0,L,D,L,W,L,L,L,L,L,W,1,0,0,1,1,0,0,0,0,-0.2222222222222222,-0.1111111111111111,-0.7777777777777778,-0.7777777777777778,1.0
3016,D,0.0,0.0,14.0,11.0,6.0,2.0,12.0,7.0,7.0,5.0,1.0,1.0,0.0,0.0,1.62,3.8,5.5,1.55,3.8,5.0,1.6,3.6,5.1,1.55,3.3,5.5,1.62,3.8,5.4,9.0,W,L,L,W,L,L,W,L,D,D,2,0,0,0,0,0,0,0,0,0.3333333333333333,-0.6666666666666666,0.2222222222222222,0.3333333333333333,-1.0
3017,H,1.0,1.0,13.0,9.0,6.0,1.0,12.0,17.0,7.0,7.0,4.0,1.0,0.0,0.0,2.05,4.5,9.0,1.95,4.2,8.25,1.9,4.0,6.1,2.05,4.0,8.0,2.05,4.4,7.5,9.0,W,L,L,D,D,W,W,W,W,D,-3,0,0,0,0,0,0,0,0,-0.1111111111111111,-0.7777777777777778,0.8888888888888888,0.2222222222222222,-13.0
3018,H,0.0,2.0,10.0,18.0,4.0,7.0,8.0,14.0,3.0,3.0,0.0,0.0,1.0,0.0,1.36,4.75,1.44,1.33,4.75,1.36,1.35,4.6,1.37,1.36,4.5,1.44,1.36,5.0,1.44,10.0,W,W,W,D,D,W,W,W,W,L,1,0,0,0,0,0,0,0,0,0.7,0.8,0.5,0.3,-3.0
