,FTR,HTHG,HTAG,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,WHH,WHD,WHA,VCH,VCD,VCA,MW,HM1,AM1,HM2,AM2,HM3,AM3,HM4,AM4,HM5,AM5,DC,HTWinStreak3,HTWinStreak5,HTLossStreak3,HTLossStreak5,ATWinStreak3,ATWinStreak5,ATLossStreak3,ATLossStreak5,HTGD,ATGD,DiffPts,DiffFormPts,DiffLP
0,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,M,M,M,M,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0
1,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,M,M,M,M,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0.0,0.0,-3.0,0.0,1.0
2,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,M,M,M,M,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0
3,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,M,M,M,M,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-9.0
4,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,M,M,M,M,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0
5,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,M,M,M,M,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0.0,0.0,-3.0,0.0,7.0
6,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,M,M,M,M,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0.0,0.0,-3.0,0.0,7.0
7,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,M,M,M,M,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0.0,0.0,3.0,0.0,3.0
8,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,M,M,M,M,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0.0,0.0,3.0,0.0,-12.0
9,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,M,M,M,M,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0.0,0.0,-3.0,0.0,17.0
10,A,0.0,0.0,7.0,15.0,4.0,8.0,13.0,13.0,6.0,3.0,2.0,2.0,0.0,0.0,2.87,3.4,1.72,2.8,3.45,1.65,2.9,3.2,1.7,2.62,3.3,1.7,2.8,3.25,1.75,2.0,D,D,M,M,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0.0,0.0,-1.5,0.0,4.0
11,H,1.0,0.0,11.0,15.0,5.0,7.0,14.0,12.0,6.0,6.0,1.0,1.0,1.0,0.0,2.75,3.25,2.37,2.9,3.2,2.3,2.7,3.0,2.2,2.62,3.2,2.3,2.75,3.25,2.35,2.0,L,D,M,M,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0.5,-0.5,1.0,-0.5,2.0
12,H,1.0,0.0,14.0,12.0,4.0,5.0,17.0,14.0,5.0,2.0,0.0,1.0,1.0,0.0,2.9,4.5,10.0,2.85,4.6,9.0,2.9,3.9,6.0,2.62,4.5,8.0,2.75,4.5,11.0,2.0,W,L,M,M,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,1.5,-1.5,3.0,1.5,-7.0
13,H,0.0,1.0,16.0,12.0,7.0,8.0,11.0,15.0,0.0,5.0,3.0,2.0,0.0,0.0,2.4,3.2,2.37,2.2,3.25,2.25,2.5,3.0,2.2,2.3,3.2,2.3,2.35,3.25,2.4,2.0,D,L,M,M,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,-0.5,0.5,2.0,0.5,-13.0
14,H,1.0,2.0,12.0,3.0,5.0,2.0,14.0,14.0,6.0,7.0,1.0,0.0,0.0,0.0,1.72,3.25,2.3,1.75,3.25,2.1,1.8,3.0,2.1,1.72,3.2,2.2,1.8,3.25,2.2,2.0,W,D,M,M,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0.0,0.0,2.5,1.0,-7.0
15,D,0.0,0.0,2.0,13.0,1.0,5.0,17.0,11.0,3.0,2.0,1.0,0.0,1.0,0.0,8.0,3.2,2.5,9.0,3.3,2.2,5.4,3.0,2.3,7.0,3.2,2.3,7.5,3.25,2.4,2.0,L,W,M,M,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,-1.5,1.5,-1.5,-1.5,-4.0
16,H,1.0,0.0,11.0,4.0,6.0,2.0,23.0,17.0,2.0,5.0,2.0,2.0,0.0,1.0,2.5,3.2,2.87,2.4,3.35,2.9,2.5,3.0,2.5,2.3,3.1,2.75,2.4,3.25,2.8,2.0,W,D,M,M,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,1.0,-1.0,2.5,1.0,2.0
17,H,0.0,0.0,13.0,11.0,3.0,7.0,11.0,13.0,6.0,7.0,3.0,0.0,0.0,0.0,5.0,3.2,2.75,4.8,3.25,2.65,4.2,3.0,2.5,4.33,3.2,2.62,5.0,3.25,2.75,2.0,D,L,M,M,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0,0.5,1.0
18,A,2.0,0.0,13.0,10.0,6.0,5.0,16.0,15.0,8.0,8.0,2.0,3.0,0.0,0.0,3.0,3.4,5.0,3.15,3.35,4.35,3.1,3.1,3.8,2.8,3.2,4.33,3.1,3.3,4.5,2.0,D,L,M,M,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,1.0,-1.0,-1.0,0.5,2.0
19,H,0.0,0.0,20.0,15.0,9.0,12.0,7.0,15.0,6.0,8.0,0.0,0.0,0.0,0.0,1.33,4.2,1.4,1.3,4.0,1.35,1.4,3.8,1.45,1.28,3.75,1.4,1.3,3.8,1.45,2.0,W,W,M,M,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,-0.5,0.5,1.5,0.0,-1.0
20,A,1.0,0.0,9.0,12.0,2.0,3.0,7.0,10.0,9.0,6.0,3.0,1.0,0.0,0.0,2.2,3.3,4.0,2.15,3.1,4.0,2.2,3.1,3.5,2.2,3.3,3.75,2.1,3.25,4.0,3.0,L,L,D,D,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0.3333333333333333,-1.0,-1.0,0.0,5.0
21,D,0.0,0.0,10.0,3.0,2.0,3.0,19.0,21.0,3.0,7.0,3.0,1.0,0.0,0.0,3.25,5.5,13.0,3.1,5.0,10.0,3.1,4.3,8.5,3.0,4.5,8.0,3.4,5.0,13.0,3.0,L,L,L,D,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0.3333333333333333,-0.3333333333333333,-0.3333333333333333,-0.3333333333333333,6.0
22,A,0.0,1.0,2.0,9.0,0.0,6.0,20.0,12.0,5.0,4.0,3.0,1.0,1.0,0.0,10.0,3.2,3.25,9.0,3.1,3.2,7.5,3.0,2.9,8.0,3.1,2.87,12.0,3.25,3.4,3.0,L,W,L,D,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,-0.3333333333333333,0.6666666666666666,-2.3333333333333335,-1.3333333333333333,10.0
23,H,0.0,0.0,9.0,8.0,3.0,4.0,21.0,14.0,7.0,1.0,3.0,2.0,0.0,0.0,3.75,3.2,3.75,4.3,3.1,4.0,3.7,3.1,3.5,3.75,3.25,3.3,3.75,3.3,4.0,3.0,L,L,W,D,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0.0,0.0,1.6666666666666667,0.6666666666666666,-11.0
24,D,1.0,0.0,16.0,18.0,9.0,8.0,26.0,16.0,8.0,5.0,2.0,3.0,0.0,0.0,2.0,3.3,1.9,1.9,3.1,1.9,1.9,3.1,1.9,1.95,3.3,1.8,1.9,3.25,1.9,3.0,W,W,L,W,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.6666666666666666,-1.0,-1.0,6.0
25,H,0.0,0.0,16.0,14.0,6.0,6.0,10.0,9.0,8.0,10.0,0.0,1.0,0.0,0.0,2.1,3.6,1.61,2.2,3.5,1.6,2.0,3.3,1.65,2.05,3.0,1.7,2.1,3.6,1.55,3.0,L,D,D,L,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0.6666666666666666,-1.0,1.0,0.0,-8.0
26,H,0.0,1.0,9.0,6.0,6.0,2.0,17.0,21.0,3.0,3.0,2.0,4.0,0.0,0.0,2.0,3.2,2.2,1.8,3.0,2.25,1.9,3.0,2.1,1.83,3.2,2.1,2.0,3.25,2.1,3.0,W,W,W,D,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,-0.6666666666666666,0.3333333333333333,1.6666666666666667,0.6666666666666666,-16.0
27,H,0.0,1.0,3.0,16.0,3.0,9.0,21.0,26.0,7.0,8.0,1.0,2.0,0.0,0.0,13.0,3.2,2.0,10.0,3.1,1.9,8.5,3.1,1.9,8.0,3.25,1.95,13.0,3.3,1.9,3.0,L,W,D,L,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,-0.3333333333333333,0.3333333333333333,-0.6666666666666666,-0.6666666666666666,-5.0
28,H,0.0,0.0,8.0,3.0,4.0,1.0,14.0,13.0,1.0,3.0,2.0,1.0,0.0,0.0,3.75,3.2,3.5,4.0,3.1,3.1,3.5,3.1,3.2,3.3,3.2,3.1,4.0,3.25,3.4,3.0,L,W,D,L,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0.0,-0.6666666666666666,-0.6666666666666666,-0.6666666666666666,9.0
29,H,1.0,0.0,9.0,10.0,6.0,2.0,12.0,19.0,4.0,3.0,1.0,3.0,0.0,0.0,3.25,3.2,3.25,3.2,3.0,3.1,2.9,3.0,3.1,2.87,3.2,3.0,3.4,3.25,3.4,3.0,W,L,D,L,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0.6666666666666666,0.3333333333333333,2.0,1.3333333333333333,-8.0
30,A,0.0,2.0,1.0,11.0,1.0,8.0,12.0,10.0,0.0,9.0,2.0,0.0,0.0,0.0,2.6,5.5,1.2,2.3,6.0,1.15,2.3,5.5,1.17,2.3,6.0,1.14,2.4,6.0,1.17,4.0,D,W,W,W,W,W,M,M,M,M,0,0,0,0,0,0,0,0,0,-0.5,0.5,-1.25,-0.5,8.0
31,A,0.0,0.0,0.0,14.0,0.0,8.0,7.0,14.0,1.0,2.0,1.0,0.0,0.0,0.0,17.0,3.2,2.5,15.0,3.2,2.25,11.0,3.0,2.3,12.0,3.1,2.3,17.0,3.25,2.35,4.0,L,L,W,L,D,D,M,M,M,M,0,0,0,0,0,0,0,0,0,0.25,0.25,0.0,0.75,5.0
32,A,0.0,1.0,13.0,14.0,6.0,6.0,13.0,12.0,7.0,4.0,1.0,0.0,0.0,0.0,2.5,3.25,2.3,2.4,3.25,2.1,2.4,3.1,2.0,2.4,3.2,2.1,2.6,3.25,2.25,4.0,L,W,D,L,W,D,M,M,M,M,0,0,0,0,0,0,0,0,0,1.25,0.75,0.0,0.0,12.0
33,H,1.0,1.0,11.0,15.0,5.0,10.0,11.0,10.0,0.0,5.0,3.0,1.0,0.0,0.0,2.1,3.2,2.75,2.15,3.25,2.5,1.9,3.0,2.5,1.95,3.1,2.62,2.1,3.25,2.75,4.0,W,L,L,L,L,L,M,M,M,M,0,0,0,0,0,0,0,0,0,-0.75,-0.25,1.5,0.75,0.0
34,A,2.0,1.0,8.0,12.0,3.0,8.0,15.0,15.0,2.0,1.0,1.0,1.0,0.0,0.0,2.75,3.3,4.33,2.9,3.3,3.9,2.7,3.1,3.2,2.75,3.2,3.75,2.8,3.4,4.0,4.0,W,W,L,W,D,W,M,M,M,M,0,0,0,0,0,0,0,0,0,-0.75,1.5,-2.0,-1.25,-4.0
35,A,0.0,0.0,7.0,11.0,4.0,5.0,17.0,16.0,3.0,3.0,1.0,2.0,0.0,0.0,3.0,3.6,1.66,3.15,3.35,1.65,3.2,3.2,1.7,3.0,3.3,1.57,3.0,3.5,1.65,4.0,L,W,D,W,L,W,M,M,M,M,0,0,0,0,0,0,0,0,0,-1.25,0.5,-2.25,-2.0,11.0
36,A,0.0,1.0,14.0,12.0,8.0,8.0,14.0,15.0,2.0,1.0,0.0,1.0,0.0,0.0,2.5,3.3,4.33,2.25,3.3,3.9,2.3,3.1,3.2,2.3,3.2,3.75,2.35,3.4,4.0,4.0,L,W,L,W,D,W,M,M,M,M,0,0,0,0,0,0,0,0,0,0.25,1.5,-2.0,-2.0,1.0
37,H,2.0,1.0,11.0,15.0,8.0,10.0,10.0,10.0,9.0,5.0,0.0,1.0,0.0,0.0,1.2,3.2,2.75,1.15,3.25,2.5,1.17,3.0,2.5,1.14,3.1,2.62,1.17,3.25,2.75,4.0,W,L,W,L,W,L,M,M,M,M,0,0,0,0,0,0,0,0,0,0.5,-0.25,3.0,2.25,-17.0
38,A,0.0,1.0,6.0,20.0,2.0,11.0,25.0,12.0,2.0,13.0,2.0,3.0,1.0,0.0,2.75,3.2,2.5,2.75,3.25,2.4,2.7,3.0,2.3,2.5,3.1,2.4,2.6,3.2,2.6,4.0,L,D,W,L,L,L,M,M,M,M,0,0,0,0,0,0,0,0,0,-0.75,0.0,0.5,0.5,-12.0
39,D,0.0,2.0,11.0,12.0,5.0,7.0,16.0,10.0,3.0,3.0,2.0,2.0,0.0,0.0,1.66,3.2,2.5,1.65,3.25,2.55,1.7,3.0,2.5,1.57,3.1,2.37,1.65,3.25,2.4,4.0,W,W,W,W,W,D,M,M,M,M,0,0,0,0,0,0,0,0,0,0.5,0.75,0.0,0.5,-5.0
40,H,0.0,0.0,10.0,13.0,6.0,8.0,18.0,16.0,6.0,7.0,2.0,4.0,0.0,0.0,1.83,3.3,1.72,1.85,3.3,1.75,2.0,3.2,1.75,1.83,3.3,1.61,1.85,3.3,1.75,5.0,L,L,W,W,L,L,D,W,M,M,0,0,0,0,0,0,0,0,0,-0.8,0.6,-0.4,-0.4,5.0
41,D,0.0,0.0,9.0,9.0,4.0,4.0,26.0,19.0,5.0,6.0,1.0,1.0,0.0,0.0,5.0,3.2,2.5,5.0,3.2,2.35,4.2,3.0,2.3,5.5,3.1,2.5,5.0,3.2,2.6,5.0,L,W,L,L,D,L,L,D,M,M,0,0,0,0,0,0,0,0,0,-1.2,0.2,-0.6,-0.6,1.0
42,D,0.0,0.0,11.0,9.0,6.0,3.0,16.0,24.0,2.0,4.0,3.0,2.0,1.0,0.0,4.33,3.1,2.7,4.2,3.2,2.9,3.8,3.0,2.5,4.0,3.2,2.75,4.5,3.2,2.8,5.0,L,D,D,D,W,W,W,D,M,M,0,0,0,0,0,0,0,0,0,-0.4,0.6,0.2,0.2,4.0
43,A,1.0,1.0,15.0,9.0,8.0,4.0,11.0,15.0,3.0,0.0,1.0,1.0,0.0,0.0,2.37,3.2,3.75,2.25,3.3,3.35,2.3,3.0,2.9,2.3,3.1,3.5,2.3,3.25,3.6,5.0,L,W,L,W,W,L,D,L,M,M,0,0,0,0,0,0,0,0,0,0.2,-0.8,-0.6,-0.4,-1.0
44,D,0.0,0.0,10.0,9.0,6.0,2.0,16.0,16.0,7.0,11.0,4.0,2.0,0.0,0.0,2.75,3.25,3.4,2.7,3.3,3.65,2.6,3.1,3.2,2.6,3.2,3.5,2.6,3.25,3.6,5.0,W,L,W,D,L,W,D,L,M,M,0,0,0,0,0,0,0,0,0,1.0,0.2,0.6,0.6,-9.0
45,H,2.0,1.0,14.0,10.0,9.0,3.0,15.0,13.0,4.0,4.0,0.0,2.0,0.0,0.0,2.5,3.25,2.1,2.3,3.3,1.9,2.3,3.1,2.0,2.5,3.2,1.9,2.5,3.25,2.0,5.0,W,W,L,D,D,L,W,D,M,M,0,0,0,0,0,0,0,0,0,1.6,-1.2,1.0,0.4,8.0
46,D,1.0,0.0,10.0,11.0,3.0,6.0,13.0,16.0,4.0,2.0,2.0,3.0,0.0,1.0,2.1,3.3,4.33,1.9,3.25,4.2,2.0,3.1,3.8,1.9,3.1,4.0,2.0,3.25,4.5,5.0,W,L,D,D,L,W,D,W,M,M,0,0,0,0,0,0,0,0,0,-1.2,-0.4,-0.6,-0.4,1.0
47,A,1.0,1.0,8.0,13.0,4.0,7.0,10.0,12.0,4.0,5.0,2.0,2.0,0.0,0.0,2.87,3.3,1.83,2.8,3.25,1.8,2.7,3.1,1.8,2.75,3.1,1.8,2.8,3.25,1.8,5.0,W,W,W,W,W,W,W,W,M,M,0,0,0,0,0,0,0,0,0,1.0,1.0,-0.6,0.0,10.0
48,A,0.0,2.0,9.0,14.0,4.0,9.0,19.0,15.0,6.0,4.0,1.0,0.0,0.0,0.0,2.5,3.2,2.5,2.35,3.2,2.3,2.3,3.0,2.3,2.5,2.9,2.5,2.6,3.25,2.5,5.0,W,W,L,L,L,D,D,W,M,M,0,0,0,0,0,0,0,0,0,0.2,1.6,-1.0,-0.6,-5.0
49,D,0.0,3.0,7.0,8.0,2.0,7.0,17.0,24.0,3.0,2.0,2.0,3.0,0.0,0.0,5.5,3.1,3.0,5.2,3.15,2.95,4.4,3.0,2.7,5.0,3.1,2.75,5.5,3.2,3.0,5.0,L,W,D,L,L,L,L,D,M,M,0,0,0,0,0,0,0,0,0,0.2,-0.4,0.0,-0.6,4.0
50,D,0.0,1.0,2.0,10.0,2.0,5.0,10.0,19.0,2.0,5.0,0.0,3.0,0.0,0.0,19.0,3.2,2.0,15.0,3.3,2.0,11.0,3.0,2.2,17.0,3.1,1.95,21.0,3.25,2.0,6.0,L,L,L,L,L,L,L,W,L,D,0,0,0,1,1,0,0,0,0,-0.8333333333333334,0.3333333333333333,-0.6666666666666666,-0.6666666666666666,1.0
51,A,0.0,0.0,7.0,15.0,3.0,10.0,17.0,19.0,4.0,10.0,2.0,4.0,0.0,1.0,3.75,3.4,1.61,4.4,3.45,1.6,3.8,3.2,1.7,3.6,3.3,1.66,4.0,3.4,1.65,6.0,D,D,L,L,D,L,W,D,L,L,0,0,0,0,0,0,0,0,0,0.0,-0.8333333333333334,0.0,0.5,1.0
52,D,0.0,0.0,14.0,4.0,6.0,1.0,14.0,15.0,7.0,2.0,3.0,2.0,0.0,0.0,2.1,3.1,2.6,2.0,3.2,2.25,2.2,3.0,2.5,2.1,3.2,2.25,2.1,3.2,2.4,6.0,D,D,D,D,D,W,W,W,D,W,0,0,0,0,0,1,0,0,0,0.3333333333333333,0.16666666666666666,-0.6666666666666666,-0.6666666666666666,2.0
53,A,0.0,0.0,5.0,12.0,3.0,6.0,18.0,18.0,5.0,4.0,4.0,1.0,0.0,0.0,10.0,3.2,2.0,7.25,3.15,1.8,6.0,3.1,1.8,8.0,3.1,1.9,8.5,3.25,1.9,6.0,D,D,W,W,W,W,W,L,D,D,0,0,0,0,0,0,0,0,0,0.6666666666666666,0.6666666666666666,0.0,0.5,2.0
54,D,0.0,1.0,11.0,6.0,4.0,5.0,11.0,17.0,4.0,6.0,0.0,3.0,0.0,0.0,2.7,3.3,5.0,2.7,3.3,4.4,2.5,3.2,4.0,2.62,3.3,5.0,2.65,3.3,5.0,6.0,D,W,W,L,W,W,L,L,L,D,0,0,0,0,0,0,0,0,0,-0.5,-0.5,0.3333333333333333,0.0,11.0
55,H,2.0,0.0,11.0,4.0,4.0,2.0,13.0,19.0,4.0,0.0,2.0,3.0,0.0,0.0,1.4,4.0,9.0,1.3,4.8,8.0,1.4,3.9,6.0,1.33,4.0,8.0,1.35,4.35,9.0,6.0,W,L,L,L,W,L,L,W,W,L,0,0,0,0,0,0,0,0,0,0.5,-1.0,1.1666666666666667,1.0,-2.0
56,D,0.0,0.0,18.0,14.0,5.0,6.0,9.0,14.0,13.0,7.0,0.0,3.0,0.0,0.0,2.37,3.25,2.1,2.3,3.3,2.0,2.3,3.0,2.2,2.25,3.0,2.1,2.4,3.1,2.1,6.0,L,D,W,D,L,D,L,W,D,D,0,0,0,0,0,0,0,0,0,0.0,0.3333333333333333,-0.3333333333333333,-0.5,7.0
57,H,0.0,0.0,12.0,12.0,6.0,8.0,18.0,12.0,4.0,6.0,1.0,1.0,0.0,0.0,2.0,3.3,5.0,1.8,3.4,4.55,1.8,3.3,4.4,1.9,3.3,5.5,1.9,3.4,5.5,6.0,D,W,W,L,W,D,L,L,D,L,0,0,0,0,0,0,0,0,0,0.6666666666666666,-0.16666666666666666,1.0,0.6666666666666666,-10.0
58,H,0.0,0.0,9.0,14.0,6.0,8.0,14.0,12.0,4.0,11.0,1.0,1.0,0.0,0.0,1.12,3.2,2.75,1.12,3.2,2.8,1.17,3.0,2.7,1.1,2.9,2.62,1.12,3.25,2.65,6.0,W,L,W,W,W,D,W,L,W,D,0,1,1,0,0,0,0,0,0,1.0,-0.8333333333333334,2.0,1.6666666666666667,-9.0
59,A,0.0,0.0,4.0,11.0,2.0,4.0,19.0,11.0,0.0,4.0,3.0,0.0,0.0,0.0,9.0,3.1,2.7,8.0,3.2,2.7,6.0,3.0,2.5,8.0,3.1,2.62,9.0,3.25,2.65,6.0,L,D,L,W,L,W,W,L,L,L,0,0,0,0,0,0,0,0,0,-1.0,-0.5,-1.1666666666666667,-0.6666666666666666,-14.0
60,A,0.0,0.0,27.0,17.0,8.0,10.0,13.0,14.0,7.0,7.0,1.0,1.0,0.0,0.0,1.3,3.25,2.4,1.25,3.2,2.3,1.33,3.0,2.3,1.33,3.2,2.25,1.25,3.25,2.35,7.0,L,L,D,D,D,L,W,D,W,W,0,0,0,0,0,0,0,0,0,0.14285714285714285,-0.14285714285714285,0.8571428571428571,0.42857142857142855,-12.0
61,H,0.0,0.0,4.0,17.0,3.0,8.0,19.0,14.0,2.0,7.0,5.0,1.0,1.0,0.0,2.8,3.25,2.1,2.8,3.3,2.0,2.7,3.1,2.0,2.75,3.2,1.9,2.8,3.25,2.1,7.0,W,L,D,D,L,W,L,W,D,W,0,0,0,0,0,1,0,0,0,-0.2857142857142857,0.14285714285714285,-0.42857142857142855,-0.7142857142857143,6.0
62,A,0.0,2.0,13.0,8.0,6.0,4.0,11.0,12.0,9.0,3.0,3.0,1.0,0.0,0.0,2.9,3.2,2.5,3.05,3.2,2.4,2.7,3.0,2.4,2.62,3.0,2.37,2.8,3.25,2.4,7.0,D,W,L,L,L,W,L,W,W,W,0,0,0,0,0,1,0,0,0,0.14285714285714285,1.0,-1.4285714285714286,-1.1428571428571428,6.0
63,D,0.0,0.0,6.0,8.0,0.0,2.0,11.0,7.0,4.0,3.0,2.0,0.0,0.0,0.0,5.0,3.4,1.72,4.85,3.45,1.65,4.2,3.2,1.7,4.5,3.3,1.66,5.0,3.25,1.75,7.0,D,D,W,W,W,L,L,W,D,L,0,0,0,0,0,0,0,0,0,1.0,0.2857142857142857,-0.14285714285714285,0.14285714285714285,16.0
64,A,1.0,1.0,10.0,11.0,3.0,6.0,16.0,19.0,5.0,1.0,1.0,0.0,0.0,0.0,2.6,3.2,2.37,2.4,3.25,2.15,2.5,3.0,2.3,2.37,3.1,2.37,2.5,3.2,2.4,7.0,D,D,W,L,L,L,W,L,L,L,0,0,0,0,0,0,0,1,0,-0.42857142857142855,-0.7142857142857143,0.5714285714285714,0.8571428571428571,-11.0
65,H,0.0,0.0,13.0,9.0,7.0,6.0,14.0,11.0,3.0,4.0,2.0,2.0,0.0,0.0,2.6,3.1,2.2,2.8,3.25,2.05,2.6,3.0,2.1,2.3,3.2,2.1,2.6,3.25,2.2,7.0,D,L,D,D,L,W,D,L,W,L,0,0,0,0,0,0,0,0,0,-0.42857142857142855,-0.2857142857142857,1.0,0.2857142857142857,-4.0
66,H,0.0,0.0,17.0,13.0,10.0,6.0,14.0,11.0,7.0,9.0,1.0,3.0,0.0,0.0,2.4,3.2,2.9,2.3,3.25,3.05,2.3,3.0,2.7,2.25,3.1,2.62,2.35,3.2,2.8,7.0,L,D,D,L,L,L,D,L,W,W,0,0,0,0,0,0,0,0,0,-0.14285714285714285,0.14285714285714285,0.42857142857142855,0.14285714285714285,-2.0
67,A,2.0,0.0,8.0,13.0,4.0,7.0,12.0,14.0,3.0,3.0,1.0,2.0,0.0,0.0,2.5,3.25,2.6,2.4,3.2,2.8,2.4,3.0,2.6,2.37,3.2,2.3,2.4,3.2,2.6,7.0,W,D,L,D,W,L,W,D,W,W,0,1,0,0,0,0,0,0,0,1.0,-0.42857142857142855,0.42857142857142855,0.8571428571428571,2.0
68,A,0.0,0.0,9.0,27.0,6.0,8.0,11.0,13.0,4.0,7.0,2.0,1.0,0.0,0.0,2.2,4.33,1.3,2.05,5.0,1.25,2.1,4.0,1.33,2.1,3.75,1.33,2.2,5.0,1.25,7.0,L,L,D,D,W,D,L,W,L,W,0,0,0,0,0,0,0,0,0,-0.2857142857142857,0.14285714285714285,-1.2857142857142858,-0.5714285714285714,10.0
69,D,1.0,0.0,14.0,4.0,9.0,3.0,16.0,19.0,7.0,2.0,2.0,5.0,0.0,1.0,2.3,3.25,2.8,2.25,3.2,2.8,2.3,3.0,2.7,2.25,3.2,2.75,2.25,3.25,2.8,7.0,D,W,W,D,L,L,D,L,L,D,0,0,0,0,0,0,0,0,0,0.0,-0.2857142857142857,-0.42857142857142855,0.0,2.0
70,D,1.0,0.0,4.0,6.0,2.0,3.0,21.0,15.0,2.0,3.0,2.0,5.0,0.0,0.0,6.5,3.2,2.75,5.6,3.15,2.7,4.8,3.0,2.6,6.0,3.1,2.5,6.5,3.25,2.65,8.0,W,D,D,D,L,W,L,W,L,L,0,0,0,1,0,0,0,0,0,-0.5,0.75,-0.875,-0.5,0.0
71,H,0.0,0.0,16.0,4.0,13.0,4.0,13.0,14.0,11.0,3.0,0.0,2.0,0.0,1.0,1.33,3.25,3.4,1.3,3.3,3.35,1.35,3.0,2.9,1.28,3.0,3.2,1.33,3.1,3.5,8.0,W,D,D,D,W,L,L,W,W,L,0,0,0,0,0,0,0,0,0,0.375,-0.125,0.875,0.625,-10.0
